OBJECTID,COUNTY,CNTYCODE,LAND,ISLAND,TAG,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTArea,ShapeSTLength
1, , ,y,y,n,{15817685-9A9D-41DE-94CF-D265D8FB0D75},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,8003.66071252,368.527439198868
2, , ,y,y,n,{B6F16CED-D41E-4DFD-A643-A4D04FC13B8A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,17124.57927187,614.465340320333
3, , ,y,y,n,{75853E1B-93A4-49FB-908C-1E187235F78E},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3602.055346845,255.838607677795
4, , ,y,y,n,{D26B05BD-0C0E-478A-A8BB-D9E713D80497},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1915.65759995,171.703702291964
5,Cumberland,05,n,n,n,{2CCB8440-AD0E-466F-A81D-C9A352B4382F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,770242432.104737,1088663.67179273
6,Cumberland,05,n,n,n,{1D391050-0D14-4E2F-A497-5CA642B16A3A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,357486.55947492,7288.53957675834
7,Cumberland,05,n,n,n,{B6693ED8-E481-4597-A5E0-663C3E911926},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,18503.46469571,1311.32460427336
8,Cumberland,05,n,n,n,{72CE03A3-0FD9-4E65-A7EE-35C51977A900},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2675718.79755967,38128.4172176064
9,Cumberland,05,y,y,n,{3A05F3A5-6592-4287-A260-73086EE3E637},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,300.812946835,64.3325296110872
10,Cumberland,05,y,y,n,{EDDD73E5-3E36-4A9E-BDC8-0A5693F1C8BB},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,162.241860955,49.0743703154628
11,Cumberland,05,y,y,n,{6D2B9343-8CFC-465D-97F5-605687042073},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,217.119734435,53.4630332425747
12,Cumberland,05,y,y,n,{F08FF692-20A7-4BB1-9608-402A060AA311},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1522.021448455,164.998481134425
13,Cumberland,05,y,y,n,{5326E1BA-5A30-4BDF-BBAA-996EEAF9AC07},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,364.67617399,83.7761230715257
14,Cumberland,05,y,y,n,{7129DDC2-BF40-4E69-8E0A-CF84AF74215C},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1022.421767815,128.554834154348
15,Cumberland,05,y,y,n,{CA879CFA-D684-40BB-A8EC-CD71E84C68BA},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1082.56384525,128.712016436211
16,Cumberland,05,y,y,n,{3DBCF0F4-CBE3-4AD4-9B85-1629D57DD8ED},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,237.728291555,58.3437470160829
17,Cumberland,05,y,y,n,{381F6031-4942-40D9-8767-0AFE88AFEDA6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3698.25176651,385.75494902463
18,Cumberland,05,y,y,n,{C661B9C7-DA72-4574-B897-D9616123401A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1453.60040787,150.084782338599
19,Cumberland,05,y,y,n,{F7C87476-AF5C-4912-89EE-2C81DEECB1BA},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,880687.19152033,6351.05737938169
20,Cumberland,05,y,y,n,{D022B975-466A-4992-8694-BD5F12719FF0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1768.624244435,175.63059263681
21,Cumberland,05,y,y,n,{7D3862E6-8AE7-42C5-963C-942E2152BACF},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,294.316224555,72.5787566807767
22,Cumberland,05,y,y,n,{3EB75B3B-248F-468E-9319-B7FE1EA1A181},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,11375.076505725,640.957641381055
23,Cumberland,05,y,y,n,{FDC08225-EBCC-40CF-A9FE-BAB912C15C98},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3952.018283755,302.537413263015
24,Cumberland,05,y,y,n,{798575CA-449B-4D9E-8F99-31397D59F758},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,30237.90541668,1023.08633919503
25,Cumberland,05,y,y,n,{CA0185A9-3AA9-4721-B604-D78EAB949EAE},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,53220.551973235,1574.71797313872
26,Cumberland,05,y,y,n,{9297C4EF-CF47-48B2-8DD5-D6D7B9B4A34F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,124.81151444,41.8782363239481
27,Cumberland,05,y,y,n,{6E3AC82D-FD70-429E-95BF-D764D328F953},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,9376.11125702,650.611270757611
28,Cumberland,05,y,y,n,{01FCFFB6-E88B-41CA-9480-00D7474A8EDA},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4214.19936722,247.207489237139
29,Cumberland,05,y,y,n,{0E00D274-E095-4868-8FB6-A5041FE150EB},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,11402.603762485,473.830145078613
30,Cumberland,05,y,y,n,{1FCDE354-D055-4C0A-ABBF-BC64D787DE04},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3054.157558395,231.002187339428
31,Cumberland,05,y,y,n,{5BFBF615-47C0-44F3-BA56-A43FCE4C183A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,177.45324531,61.697756002068
32,Cumberland,05,y,y,n,{6AF6ECD6-6735-4391-A540-25E7B305ECA1},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,16299.278655105,547.176841573832
33,Cumberland,05,y,y,n,{BD636527-726A-4041-9DCA-8B0AAB06B00E},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3427.727779245,255.835525358316
34,Cumberland,05,y,y,n,{102A59BE-754E-4672-BC7B-F6BC555EA678},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7420.994645395,450.484490816622
35,Cumberland,05,y,y,n,{AFDBC5AD-B698-4C21-B9AC-80A4F9C93B51},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,19359.296877715,683.08186932367
36,Cumberland,05,y,y,n,{671E31E5-DE2D-45AF-8070-7582E6CAC049},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,16206.828663915,528.501136364845
37,Cumberland,05,y,y,n,{4B8D352A-E9B8-4CAE-A3FB-1CF85E9EF2E6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,366.758712505,81.3942357832351
38,Cumberland,05,y,y,n,{6BF83F46-B0FC-45B5-A321-389574AB0AA7},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,150.383023945,47.6129505187261
39,Cumberland,05,y,y,n,{7F72D175-81FD-439E-9CF5-565F4BF326E7},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,364.79965972,79.3030919373861
40,Cumberland,05,y,y,n,{6E504405-CA64-437A-A6F5-FF7AB880E48F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,14403.799822135,597.054357281916
41,Cumberland,05,y,y,n,{4C2BCA51-36E9-450A-A90A-AEBDA48F90C9},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,15469.31588785,575.540040609611
42,Cumberland,05,y,y,n,{EB7E5DDB-B8E4-4989-BB09-A6EDB12B34D8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,216.52395639,53.5659631802279
43,Cumberland,05,y,y,n,{08709D40-3703-48D8-A5F7-E0BDB32DFC23},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,957.23181871,146.233795215901
44,Cumberland,05,y,y,n,{8729A84D-5430-4F07-9A90-C10F77706D23},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,668.67203182,115.015712211824
45,Cumberland,05,y,y,n,{7293CC68-B7CB-450A-BD03-06906D06492D},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,775.434943755,145.2089338941
46,Cumberland,05,y,y,n,{C4D896AC-6A28-4961-A528-D5220259D96A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,277.297160935,76.9272014667498
47,Cumberland,05,y,y,n,{E0F62ED7-1319-47C8-8010-CF3FF8A6285A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6894.477909395,574.810648436878
48,Cumberland,05,y,y,n,{89B771D0-19E2-42BB-8D05-3D957C13FCE2},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,743.96796561,155.383284022455
49,Cumberland,05,y,y,n,{436E687F-3919-4CA8-AB0D-2B6B9BA17FF9},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2717.144464105,214.46717063877
50,Cumberland,05,y,y,n,{914BCBF6-E8DB-46E9-AC92-942EC93A79B2},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,125.31895004,42.755658491409
51,Cumberland,05,y,y,n,{837103D5-F95E-4A47-8CA2-D4E647F5ADCB},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1263.501332785,158.603573235669
52,Cumberland,05,y,y,n,{CEFACC2E-02E0-42F1-932B-131DE274A8C6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,464.11649377,82.0018129046883
53,Cumberland,05,y,y,n,{A5834D8A-C860-46CC-8B1A-C9F88554E4AB},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1974.9495141,200.838533777716
54,Cumberland,05,y,y,n,{6AB09E8C-2950-4C89-83FB-D1C699F87628},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3459.46849381,252.250370705531
55,Cumberland,05,y,y,n,{C8719D44-9E5E-433D-8D6A-5D0CA1120F0F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,10169.41280936,433.877264498296
56,Cumberland,05,y,y,n,{EE78DE27-9C47-4C98-88E8-CAEBEFBE737A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,694.268787495,120.963730899235
57,Cumberland,05,y,y,n,{07D8A3A8-19CE-4A10-B51D-EE678DD7333B},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,622.39354842,104.583914255399
58,Cumberland,05,y,y,n,{BAF35BA7-09C5-467A-A120-E6CA2FD35881},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,572.33523907,88.5976094981768
59,Cumberland,05,y,y,n,{68738E8D-DBAB-4A8D-80F1-3CFC4ED7D5EE},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,209.624482815,57.9264765760142
60,Cumberland,05,y,y,n,{7D143D80-5D71-4A32-BA76-93593B4D302D},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,14509.82476718,607.561606125957
61,Cumberland,05,y,y,n,{93EDFE36-67A3-4B1E-9C9F-C7EFC77E363B},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,251.33559218,66.5544567677314
62,Cumberland,05,y,y,n,{6D8B9835-7276-4622-9F84-0915C11BD11B},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3080.364824995,227.609296866624
63,Cumberland,05,y,y,n,{9C09514F-072C-407F-8314-564C591A1FD8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,9324.996457815,563.656906797596
64,Cumberland,05,y,y,n,{ABFF349C-BC95-4D61-9A08-82C8A877F817},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5048.471828185,389.02149409733
65,Cumberland,05,y,y,n,{A301F5DE-97A7-4492-AFE9-A82589F77CC6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,22893.36190777,848.067739624514
66,Cumberland,05,y,y,n,{DAF36DA9-6B94-41E1-8B55-8887C33920EC},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,992.368404705,139.615637943815
67,Cumberland,05,y,y,n,{C1B1103C-D269-400A-A515-3867A6758788},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1437.58292499,158.86419419626
68,Cumberland,05,y,y,n,{CD80FD68-D8D2-4454-90BF-41BE910D5A47},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7528.023664075,445.573734012311
69,Cumberland,05,y,y,n,{4E349627-A783-4290-AD4D-B178A353F05C},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,775.22512969,116.685397427658
70,Cumberland,05,y,y,n,{67340B33-05BB-4065-BDB6-2DC6DFBC35C0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2156.288373485,202.677899754982
71,Cumberland,05,y,y,n,{009122AC-1430-4847-9255-57A6A3DD68AF},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6212.54917026,331.073399692078
72,Cumberland,05,y,y,n,{7D6C63F3-2376-4AE6-9DB5-FA8594458A0F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,413.18240467,84.3456444512392
73,Cumberland,05,y,y,n,{BEFD0D0C-95A7-4728-95DB-0262B2A9A453},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2772.115210865,222.3627482955
74,Cumberland,05,y,y,n,{040C56CF-6E37-43BD-A778-89A1842489E0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1373.88169995,140.228325790672
75,Cumberland,05,y,y,n,{8992E91B-A176-47AC-8604-56CFA1E36B16},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5964.940981165,556.090514142688
76,Cumberland,05,y,y,n,{CF5B1094-7D5D-45D0-8123-48005269B3C1},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,284.485098435,92.2927211103151
77,Cumberland,05,y,y,n,{D416B921-69E1-4437-AE92-70580069C316},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,10233.113612475,448.621642175566
78,Cumberland,05,y,y,n,{84E86432-7A99-496C-BE9A-E1B777221328},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,9902.06766406,532.825527678517
79,Cumberland,05,y,y,n,{8B2A2611-1DDD-42ED-9109-66B9D852CFD9},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,206.88457977,57.5526348326367
80,Cumberland,05,y,y,n,{50B419E7-5AB7-406F-9404-5E4B474E829F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,719.144437435,118.232884374233
81,Cumberland,05,y,y,n,{D378F055-71D4-4622-A77B-BDC351356E9F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,533.81327656,113.701908560691
82,Cumberland,05,y,y,n,{F53CDA37-7BEC-4C9F-9BE6-8703597C1A94},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1692.86685618,181.495085372554
83,Cumberland,05,y,y,n,{66774B01-2B4C-4CEA-94D7-B7B541EE1D0E},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1525.302860905,163.29895735926
84,Cumberland,05,y,y,n,{BF5433F4-E266-419B-815A-BE621FA3FDE8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,84.564093815,41.4544256248824
85,Cumberland,05,y,y,n,{7257F38B-602F-43C3-A5DA-0FF92C394AF8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4623.070992195,281.762742057135
86,Cumberland,05,y,y,n,{7A7C8B41-655E-45D8-BC88-3D6568AB82E6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,332.729979745,92.6111547728242
87,Cumberland,05,y,y,n,{F0533909-777B-44EE-9F36-A76DF6980700},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1277.337428185,164.817447635171
88,Cumberland,05,y,y,n,{E199B900-25FC-43F7-8EC2-22C35E2D117F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1071.251771945,168.876591513548
89,Cumberland,05,y,y,n,{18430559-CBC3-4650-8422-8671203A4309},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,8750.46955951,395.868547992478
90,Cumberland,05,y,y,n,{EE4ACCE4-0F5D-447E-972C-5F63A34149F1},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1671.595907865,214.15130917388
91,Cumberland,05,y,y,n,{CCA0893C-A520-4886-9C29-B568668B9513},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6315.69404993,498.4575122101
92,Cumberland,05,y,y,n,{1ABC5054-EAEC-47DD-B844-53598A5A5247},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2884.674204585,399.259009673913
93,Cumberland,05,y,y,n,{D236B2C6-70C0-48D1-9934-1C35CCEE0DA6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,871.775929715,144.258845750672
94,Cumberland,05,y,y,n,{391F3D2D-63AD-49FC-8F13-7CE27965E930},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,35924.03699373,822.779806998742
95,Cumberland,05,y,y,n,{079A8512-C368-445B-BADB-FDF2C25E1F67},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3726.445843755,257.82564116734
96,Cumberland,05,y,y,n,{1A5BE2DB-8C5B-4FCE-A9AB-31C073D37640},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,753.05240314,163.936459539063
97,Cumberland,05,y,y,n,{56408E3D-5924-4EB5-AB76-993E211C5D1A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,605.858295295,128.01351147798
98,Cumberland,05,y,y,n,{125D66B8-F483-4195-8AB7-4358274DA8E6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,11709.75676892,660.67780466024
99,Cumberland,05,y,y,n,{62012869-725D-4623-8436-809F0A85BC1D},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,746.53223754,133.113633295839
100,Cumberland,05,y,y,n,{D6FCBB62-0085-4E6D-9F9D-6BEAB70A7062},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2229.355089025,255.270243675662
101,Cumberland,05,y,y,n,{E32F4A50-6C9A-4DD3-B150-A1BC0790EF39},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3647.590782855,271.692673009831
102,Cumberland,05,y,y,n,{01AB4E45-8019-43D3-AD64-10E96B01847F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,373.23647345,90.6452557149662
103,Cumberland,05,y,y,n,{81EAD805-D358-4D33-BFA8-BEDB71FCEC0A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1834.62713598,231.813099565284
104,Cumberland,05,y,y,n,{989725B6-636F-46F6-B33F-7A2AD71D46A1},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,425.28379375,90.1340835735086
105,Cumberland,05,y,y,n,{70F8A8C6-4EE7-4E39-AE14-307E5ED94822},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1530.500285965,158.160660544792
106,Cumberland,05,y,y,n,{F60851E5-1227-4F83-85B1-528A56136BC0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,529.297690595,91.1684162260861
107,Cumberland,05,y,y,n,{C2ADEB99-70BB-49E6-A793-7C5B04B28EF9},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,262.021798455,65.6339820611989
108,Cumberland,05,y,y,n,{C634BADD-5757-41E3-A850-1F23702FBAE7},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3500.46915151,390.38899560778
109,Cumberland,05,y,y,n,{BABD784D-4421-44D9-A85B-06B0683EE306},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,700.178842175,144.95416977119
110,Cumberland,05,y,y,n,{38B0692A-302E-4842-900A-77464556795D},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,434.70528285,90.7463828172395
111,Cumberland,05,y,y,n,{E5A9BD45-29D0-4DE1-8209-4E275E18A179},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,215.190264045,55.8898291185401
112,Cumberland,05,y,y,n,{0B1CEFE4-18D1-4EDC-B6AE-B6B0FE938DA0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,557.58201096,111.691503981436
113,Cumberland,05,y,y,n,{A94405E6-0DC7-4185-ADEA-F373EAE1837A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,200.15822498,69.5075244653648
114,Cumberland,05,y,y,n,{C3BB6A8A-BECD-4AA7-B57B-27DC2EEE0972},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,86.064031275,38.0151159692599
115,Cumberland,05,y,y,n,{B2B06F33-6D36-4456-A62F-A45B0CD2101D},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,618.157582765,141.591255207941
116,Cumberland,05,y,y,n,{FEA2F72C-1532-4D24-99A3-E31113C02CFA},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,223.74836095,60.6296616005754
117,Cumberland,05,y,y,n,{83E56025-68C0-45C2-8DA0-FC44474A2A83},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,157.4416172,52.3606004132953
118,Cumberland,05,y,y,n,{45C8353D-B7FF-4CB5-A0AB-AB3116D145F5},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,218.469110945,57.5758436454687
119,Cumberland,05,y,y,n,{E31C2F61-23DE-4AAD-9186-B1CA95CE8D20},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,133.906456265,44.9337481713384
120,Cumberland,05,y,y,n,{95AE7574-9DA6-4DF7-9DF9-2B2608DB10C4},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,144.092495305,49.1252948625264
121,Cumberland,05,y,y,n,{47BA13BC-ADBC-4936-806A-4E216AA831F2},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,225.54968905,59.3845451672189
122,Cumberland,05,y,y,n,{34ED0E41-2A58-4D3D-B9F5-413DE6D181A0},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,283.186695305,66.6904235177529
123,Cumberland,05,y,y,n,{D6FE8A7F-AF44-4BE0-8442-0C1F858D706C},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,57151.70112494,1258.87518925058
124,Cumberland,05,y,y,n,{498AF187-73FE-4758-A25E-D221C45D23D9},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,158.266604675,48.6313413064387
125,Cumberland,05,y,y,n,{8303CF4B-74F8-4ECC-A01B-3F8E3B40BACC},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,205.59505155,60.4290985032258
126,Cumberland,05,y,y,n,{50E502A8-139F-46BE-B7F3-B0948BF4CC05},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,133.79463594,44.1281630870407
127,Cumberland,05,y,y,n,{55EC613D-2411-4FA7-B4ED-0E91BCA88708},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,124.718960955,44.3814962943063
128,Cumberland,05,y,y,n,{3C421B58-12F5-438A-AA6F-0BD6E04E99A6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,728.54072346,129.959605738628
129,Cumberland,05,y,y,n,{AF5B2117-1FD5-4567-B658-9DB166A000F6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,111.39855472,40.9060699678532
130,Cumberland,05,y,y,n,{47811A4A-0261-48AE-BF8D-1E6CC2BB7B82},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1007158.09518095,5967.43092709218
131,Cumberland,05,y,y,n,{B753D657-336F-4052-AEC6-9852A9F25A06},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,733.17672818,126.561305991619
132,Cumberland,05,y,y,n,{C0E6A6D7-7AF5-418C-A293-10430486884F},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,686.05205937,121.785652891139
133,Cumberland,05,y,y,n,{675E4DCB-7AA7-4664-A0ED-D125332122DE},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,356.582248415,87.7345000944364
134,Cumberland,05,y,y,n,{C77BC9FA-7C02-4452-833E-21A2892F08AD},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,22049.626605945,836.485627181589
135,Cumberland,05,y,y,n,{90AB5FA3-4FBF-45F3-B4DE-BC363ADEFB1A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,170.836685965,50.6340315587052
136,Cumberland,05,y,y,n,{7C5ECFF4-3F9D-48E2-8652-F002F8B6847C},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,246.16468909,67.6361947359135
137,Cumberland,05,y,y,n,{FEC859FC-045C-48D9-9838-3C5D7189CA01},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,180.12555471,50.729665963634
138,Cumberland,05,y,y,n,{D27826E3-802C-4D44-AECF-983F98F36BA5},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,117.336582825,40.2926079077078
139,Cumberland,05,y,y,n,{518012B7-A709-4FA6-B785-2CB01DD07162},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,212.460710945,54.117459155583
140,Cumberland,05,y,y,n,{61B48AA6-57F0-44D5-BB98-FFF29B42B692},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,67.468681235,31.5626666181722
141,Cumberland,05,y,y,n,{B97E0D28-CA86-48CC-B0C2-F19FE29B0BC6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,168.34259527,47.6009402520518
142,Cumberland,05,y,y,n,{E72C9D82-2463-4B88-8840-6B496876DBDF},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,173.990289055,51.7150340731525
143,Cumberland,05,y,y,n,{172C6638-6148-4FF7-A63E-05FA792F7930},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,296.92556251,86.0105317019624
144,Cumberland,05,y,y,n,{E3C616A1-C2FB-4C60-930E-F6733E3D4E78},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1888.22571245,216.021473909158
145,Cumberland,05,y,y,n,{47EAE731-9B6F-4EE9-BED4-3CCE5908385E},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,340.01353753,73.1046500797414
146,Cumberland,05,y,y,n,{7BB0447B-7B5B-4277-8358-BCC2BD869D2A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7058.304243735,428.683151345011
147,Cumberland,05,y,y,n,{403849DC-D0A2-42DF-9769-9D88397A43ED},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,123362.366720335,2490.32078298568
148,Cumberland,05,y,y,n,{25FE1850-C084-4B6A-B26A-01A456E367D8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,253.147954715,60.0911472217689
149,Cumberland,05,y,y,n,{96F7B58E-3230-49EE-BB6E-9966A3F53D69},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,332.9927,70.5837105187442
150,Cumberland,05,y,y,n,{98B6712E-25E4-4E11-A27F-1B4CAE7F0DB8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,314.641659385,67.6893362134152
151,Cumberland,05,y,y,n,{6A78EA12-3F34-4A6F-ABAC-A0E9388E6AF7},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,157.49115938,49.556686607084
152,Cumberland,05,y,y,n,{2CF5C386-554A-45EE-AF64-5CD909542F01},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,349.96811567,70.4006471423675
153,Cumberland,05,y,y,n,{951F51E3-2C5F-4E80-8ECF-6DD2D2A3A62C},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1803.304434365,170.041699015794
